,std_dt,symbol,issues_suspended_from_trading_reason
11650,20090917,A078590,
11651,20090924,A078590,상장적격성 실질심사 대상
11652,20091111,A078590,
11653,20101014,A078590,투자자 보호
11654,20101104,A078590,
11655,20150714,A078590,단기과열 지정
11656,20150715,A078590,
11657,20190405,A078590,"주식의 병합, 분할 등 전자등록 변경, 말소"
11658,20190423,A078590,
11659,20190823,A078590,불성실공시법인 지정
11660,20190826,A078590,
11661,19991228,A078600,
11662,19991228,A078610,
11663,20090324,A078610,풍문 또는 보도 관련
11664,20090325,A078610,
11665,19991228,A078650,
11666,19991228,A078670,
11667,20100322,A078670,상장폐지 사유발생
11668,20100401,A078670,"사업보고서 미제출, 상장폐지 사유발생"
11669,20100413,A078670,상장폐지 사유발생
11670,20100422,A078670,
11671,19991228,A078700,
11672,20090504,A078700,상장적격성 실질심사 대상
11673,20090508,A078700,
11674,20090526,A078700,불성실공시법인 지정
11675,20090527,A078700,
11676,20100217,A078700,상장폐지 사유발생
11677,20100218,A078700,
11678,19991228,A078780,
11679,20131107,A078780,투자자 보호
11680,20131118,A078780,
11681,20150611,A078780,"주식의 병합, 분할 등 전자등록 변경, 말소"
11682,20150629,A078780,
11683,20150707,A078780,단기과열 지정
11684,20150708,A078780,
11685,20150818,A078780,상장폐지 사유발생
11686,20160419,A078780,
11687,19991228,A078860,
11688,20110429,A078860,"주식의 병합, 분할 등 전자등록 변경, 말소"
11689,20110520,A078860,
11690,20160429,A078860,"주식의 병합, 분할 등 전자등록 변경, 말소"
11691,20160525,A078860,
11692,20180427,A078860,"주식의 병합, 분할 등 전자등록 변경, 말소"
11693,20180525,A078860,
11694,19991228,A078890,
11695,19991228,A078930,
11696,19991228,A078940,
11697,20120607,A078940,투자경고 및 위험  ←  투자위험종목 지정 후 주가상승 변경:2012.03.12
11698,20120608,A078940,
11699,20120914,A078940,투자경고 및 위험  ←  투자위험종목 지정 후 주가상승 변경:2012.03.12
11700,20120917,A078940,
11701,20121130,A078940,"주식의 병합, 분할 등 전자등록 변경, 말소"
11702,20121224,A078940,
11703,20150304,A078940,단기과열 지정
11704,20150305,A078940,
11705,20170608,A078940,불성실공시법인 지정
11706,20170609,A078940,
11707,20170925,A078940,불성실공시법인 지정
11708,20170926,A078940,
11709,20190108,A078940,불성실공시법인 지정
11710,20190109,A078940,
11711,20190207,A078940,상장적격성 실질심사 대상
11712,20190927,A078940,"상장적격성 실질심사 대상, 주식의 병합, 분할 등 전자등록 변경, 말소"
11713,20191022,A078940,상장적격성 실질심사 대상
11714,20200520,A078940,
11715,19991228,A079000,
11716,19991228,A079160,
11717,19991228,A079170,
11718,19991228,A079190,
11719,20180919,A079190,상장적격성 실질심사 대상
11720,20190322,A079190,"상장적격성 실질심사 대상, 상장폐지 사유발생"
11721,20200320,A079190,"상장적격성 실질심사 대상, 상장폐지 사유발생, 회생절차개시신청(발행 ELW 포함)"
11722,20200330,A079190,"상장적격성 실질심사 대상, 상장폐지 사유발생"
11723,20200805,A079190,상장적격성 실질심사 대상
11724,19991228,A079340,
11725,20090326,A079340,"주식의 병합, 분할 등 전자등록 변경, 말소"
11726,20090402,A079340,투자자 보호
11727,20090403,A079340,
11728,20090504,A079340,상장적격성 실질심사 대상
11729,20090514,A079340,상장폐지 사유발생
11730,20090615,A079340,
11731,19991228,A079370,
11732,19991228,A079430,
11733,19991228,A079440,
11734,20200122,A079440,"주식의 병합, 분할 등 전자등록 변경, 말소"
11735,20200214,A079440,
11736,19991228,A079550,
11737,19991228,A079560,
11738,20100217,A079560,투자자 보호
11739,20100401,A079560,상장폐지 사유발생
11740,20100402,A079560,
11741,19991228,A079650,
11742,20170104,A079650,"주식의 병합, 분할 등 전자등록 변경, 말소"
11743,20170119,A079650,
11744,19991228,A079660,
11745,20190530,A079660,"주식의 병합, 분할 등 전자등록 변경, 말소"
11746,20190626,A079660,
11747,19991228,A079810,
11748,19991228,A079870,
11749,20090324,A079870,투자자 보호
11750,20090327,A079870,
11751,19991228,A079940,
11752,19991228,A079950,
11753,19991228,A079960,
11754,19991228,A079970,
11755,19991228,A079980,
11756,19991228,A080000,
11757,19991228,A080010,
11758,19991228,A080140,
11759,20090324,A080140,"주식의 병합, 분할 등 전자등록 변경, 말소"
11760,20090403,A080140,
11761,20090817,A080140,투자자 보호
11762,20090825,A080140,상장폐지 사유발생
11763,20090925,A080140,
11764,20091005,A080140,투자자 보호
11765,20100129,A080140,
11766,19991228,A080160,
11767,19991228,A080220,
11768,19991228,A080420,
11769,19991228,A080440,
11770,20060512,A080440,사유미상
11771,20060515,A080440,
11772,20100202,A080440,우회상장여부 및 요건충족확인
11773,20100204,A080440,
11774,20100419,A080440,"주식의 병합, 분할 등 전자등록 변경, 말소"
11775,20100510,A080440,
11776,20160323,A080440,상장폐지 사유발생
11777,20161201,A080440,
11778,20170206,A080440,불성실공시법인 지정
11779,20170207,A080440,
11780,20170324,A080440,상장폐지 사유발생
11781,20170615,A080440,
11782,20180907,A080440,"주식의 병합, 분할 등 전자등록 변경, 말소"
11783,20180928,A080440,
11784,20190514,A080440,파산신청(발행 ELW 포함)
11785,20190523,A080440,
11786,20190531,A080440,풍문 또는 보도 관련
11787,20190605,A080440,
11788,20190730,A080440,불성실공시법인 지정
11789,20190731,A080440,
11790,20200110,A080440,풍문 또는 보도 관련
11791,20200113,A080440,파산신청(발행 ELW 포함)
11792,20200203,A080440,풍문 또는 보도 관련
11793,20200204,A080440,
11794,20200210,A080440,상장적격성 실질심사 대상
11795,20200330,A080440,"상장적격성 실질심사 대상, 상장폐지 사유발생"
11796,20201202,A080440,"상장적격성 실질심사 대상, 상장폐지 사유발생, 투자자 보호"
11797,19991228,A080470,
11798,19991228,A080520,
11799,19991228,A080530,
11800,20131004,A080530,단기과열 지정
11801,20131007,A080530,
11802,20170329,A080530,불성실공시법인 지정
11803,20170330,A080530,
11804,20180208,A080530,상장적격성 실질심사 대상
11805,20180706,A080530,"상장적격성 실질심사 대상, 주식의 병합, 분할 등 전자등록 변경, 말소"
11806,20180928,A080530,"상장적격성 실질심사 대상, 우회상장여부 및 요건충족확인, 주식의 병합, 분할 등 전자등록 변경, 말소"
11807,20181001,A080530,상장적격성 실질심사 대상
11808,20200525,A080530,
11809,19991228,A080570,
11810,20050422,A080570,사유미상
11811,20050425,A080570,
11812,20051108,A080570,사유미상
11813,20051118,A080570,
11814,20070426,A080570,사유미상
11815,20070515,A080570,
11816,19991228,A080580,
11817,19991228,A080720,
11818,19991228,A081000,
11819,20100825,A081000,"주식의 병합, 분할 등 전자등록 변경, 말소"
11820,20100907,A081000,
11821,20150811,A081000,단기과열 지정
11822,20150812,A081000,
11823,19991228,A081090,
11824,20110325,A081090,상장폐지 사유발생
11825,20110413,A081090,"상장폐지 사유발생, 회생절차개시신청(발행 ELW 포함)"
11826,20110428,A081090,상장폐지 사유발생
11827,20110914,A081090,
11828,19991228,A081150,
11829,19991228,A081220,
11830,20140212,A081220,"주식의 병합, 분할 등 전자등록 변경, 말소"
11831,20140303,A081220,
11832,19991228,A081500,
11833,20090325,A081500,풍문 또는 보도 관련
11834,20090326,A081500,투자자 보호
11835,20090401,A081500,
11836,19991228,A081580,
11837,19991228,A081660,
11838,20180503,A081660,"주식의 병합, 분할 등 전자등록 변경, 말소"
11839,20180509,A081660,
11840,19991228,A081970,
11841,20171017,A081970,불성실공시법인 지정
11842,20171018,A081970,
11843,20180323,A081970,상장폐지 사유발생
11844,20180928,A081970,
11845,19991228,A082210,
11846,19991228,A082270,
11847,19991228,A082390,
11848,20110325,A082390,풍문 또는 보도 관련
11849,20110328,A082390,투자자 보호
11850,20110422,A082390,상장적격성 실질심사 대상
11851,20110518,A082390,상장폐지 사유발생
11852,20110909,A082390,
11853,20160129,A082390,불성실공시법인 지정
11854,20160201,A082390,
11855,20160316,A082390,풍문 또는 보도 관련
11856,20160324,A082390,투자자 보호
11857,20160422,A082390,상장적격성 실질심사 대상
11858,20160615,A082390,상장폐지 사유발생
11859,20160714,A082390,
11860,19991228,A082640,
11861,19991228,A082660,
11862,20190726,A082660,풍문 또는 보도 관련
11863,20190729,A082660,"주식의 병합, 분할 등 전자등록 변경, 말소"
11864,20190819,A082660,
11865,19991228,A082740,
11866,20180601,A082740,"주식의 병합, 분할 등 전자등록 변경, 말소"
11867,20180619,A082740,
11868,19991228,A082800,
11869,20100610,A082800,불성실공시법인 지정
11870,20100611,A082800,
11871,20200123,A082800,불성실공시법인 지정
11872,20200128,A082800,
11873,19991228,A082850,
11874,20151008,A082850,단기과열 지정
11875,20151012,A082850,
11876,19991228,A082920,
11877,20170425,A082920,투자자 보호
11878,20170522,A082920,상장적격성 실질심사 대상
11879,20180611,A082920,
11880,19991228,A082930,
11881,20140418,A082930,"주식의 병합, 분할 등 전자등록 변경, 말소"
11882,20140523,A082930,
11883,19991228,A083310,
11884,19991228,A083420,
11885,20100420,A083420,"주식의 병합, 분할 등 전자등록 변경, 말소"
11886,20100511,A083420,
11887,19991228,A083450,
11888,19991228,A083470,
11889,20110804,A083470,불성실공시법인 지정
11890,20110805,A083470,
11891,20171207,A083470,풍문 또는 보도 관련
11892,20171211,A083470,
11893,20180817,A083470,불성실공시법인 지정
11894,20180820,A083470,
11895,20181019,A083470,풍문 또는 보도 관련
11896,20181025,A083470,파산신청(발행 ELW 포함)
11897,20181031,A083470,"파산신청(발행 ELW 포함), 풍문 또는 보도 관련"
11898,20181101,A083470,풍문 또는 보도 관련
11899,20181105,A083470,파산신청(발행 ELW 포함)
11900,20181122,A083470,풍문 또는 보도 관련
11901,20181123,A083470,파산신청(발행 ELW 포함)
11902,20181130,A083470,
11903,20190117,A083470,상장적격성 실질심사 대상
11904,20190221,A083470,"상장적격성 실질심사 대상, 회생절차개시신청(발행 ELW 포함)"
11905,20190314,A083470,상장적격성 실질심사 대상
11906,20190409,A083470,"상장적격성 실질심사 대상, 상장폐지 사유발생"
11907,20200608,A083470,상장적격성 실질심사 대상
11908,20200810,A083470,상장폐지 사유발생
11909,19991228,A083500,
11910,19991228,A083550,
11911,19991228,A083640,
11912,20180831,A083640,"주식의 병합, 분할 등 전자등록 변경, 말소"
11913,20181010,A083640,
11914,20190429,A083640,"주식의 병합, 분할 등 전자등록 변경, 말소"
11915,20190523,A083640,
11916,20200909,A083640,"주식의 병합, 분할 등 전자등록 변경, 말소"
11917,20201005,A083640,
11918,19991228,A083650,
11919,19991228,A083660,
11920,20120703,A083660,불성실공시법인 지정
11921,20120704,A083660,
11922,20151026,A083660,단기과열 지정
11923,20151027,A083660,
11924,20190214,A083660,상장적격성 실질심사 대상
11925,20200911,A083660,
11926,19991228,A083790,
11927,19991228,A083930,
11928,19991228,A084010,
11929,19991228,A084110,
11930,20160428,A084110,"주식의 병합, 분할 등 전자등록 변경, 말소"
11931,20160603,A084110,
11932,19991228,A084180,
11933,20100817,A084180,투자자 보호
11934,20100907,A084180,상장적격성 실질심사 대상
11935,20101101,A084180,
11936,20120614,A084180,투자자 보호
11937,20120627,A084180,
11938,20180109,A084180,불성실공시법인 지정
11939,20180110,A084180,
11940,20180319,A084180,상장폐지 사유발생
11941,20180801,A084180,"상장적격성 실질심사 대상, 상장폐지 사유발생"
11942,20180920,A084180,상장적격성 실질심사 대상
11943,20190828,A084180,
11944,19991228,A084370,
11945,19991228,A084450,
11946,20101224,A084450,풍문 또는 보도 관련
11947,20101227,A084450,상장폐지 사유발생
11948,20110127,A084450,
11949,19991228,A084650,
11950,20200319,A084650,투자경고 및 위험  ←  투자위험종목 지정 후 주가상승 변경:2012.03.12
11951,20200320,A084650,
11952,20200327,A084650,투자경고 및 위험  ←  투자위험종목 지정 후 주가상승 변경:2012.03.12
11953,20200330,A084650,
11954,19991228,A084670,
11955,19991228,A084680,
11956,20090817,A084680,반기검토의견 의견거절
11957,20090818,A084680,
11958,20100325,A084680,풍문등관련주가및거래량급변
11959,20100326,A084680,
11960,20130829,A084680,단기과열 지정
11961,20130830,A084680,
11962,19991228,A084690,
11963,19991228,A084730,
11964,19991228,A084810,
11965,20070427,A084810,사유미상
11966,20070515,A084810,
11967,20090615,A084810,불성실공시법인 지정
11968,20090616,A084810,
11969,20100111,A084810,투자자 보호
11970,20100115,A084810,"주식의 병합, 분할 등 전자등록 변경, 말소, 투자자 보호"
11971,20100201,A084810,"상장적격성 실질심사 대상, 주식의 병합, 분할 등 전자등록 변경, 말소"
11972,20100223,A084810,"상장폐지 사유발생, 주식의 병합, 분할 등 전자등록 변경, 말소"
11973,20100319,A084810,"주식의 병합, 분할 등 전자등록 변경, 말소, 투자자 보호"
11974,20100323,A084810,
11975,19991228,A084850,
11976,19991228,A084870,
11977,19991228,A084990,
11978,19991228,A085310,
11979,19991228,A085370,
11980,19991228,A085620,
11981,19991228,A085660,
11982,20091028,A085660,우회상장여부 및 요건충족확인
11983,20091029,A085660,
11984,20140430,A085660,"주식의 병합, 분할 등 전자등록 변경, 말소"
11985,20140602,A085660,
11986,19991228,A085670,
11987,19991228,A085680,
11988,20090910,A085680,투자자 보호
11989,20091005,A085680,상장적격성 실질심사 대상
11990,20091023,A085680,상장폐지 사유발생
11991,20091116,A085680,
11992,19991228,A085810,
11993,19991228,A085910,
11994,19991228,A085990,
11995,20090730,A085990,불성실공시법인 지정
11996,20090731,A085990,
11997,20091113,A085990,불성실공시법인 지정
11998,20091116,A085990,
11999,20100326,A085990,풍문 또는 보도 관련
12000,20100329,A085990,상장폐지 사유발생
12001,20100401,A085990,"사업보고서 미제출, 상장폐지 사유발생"
12002,20100413,A085990,"상장폐지 사유발생, 회생절차개시신청(발행 ELW 포함)"
12003,20100428,A085990,
12004,19991228,A086040,
12005,19991228,A086060,
12006,20140127,A086060,단기과열 지정
12007,20140128,A086060,
12008,19991228,A086200,
12009,20160316,A086200,불성실공시법인 지정
12010,20160317,A086200,
12011,20160323,A086200,상장폐지 사유발생
12012,20160426,A086200,
12013,19991228,A086250,
12014,20200504,A086250,상장폐지 사유발생
12015,20200507,A086250,"상장적격성 실질심사 대상, 상장폐지 사유발생"
12016,20200511,A086250,"상장적격성 실질심사 대상, 상장폐지 사유발생, 회생절차개시신청(발행 ELW 포함)"
12017,20200729,A086250,"상장적격성 실질심사 대상, 상장폐지 사유발생"
12018,19991228,A086280,
12019,19991228,A086390,
12020,20090324,A086390,투자자 보호
12021,20090403,A086390,
12022,19991228,A086450,
12023,20200824,A086450,"주식의 병합, 분할 등 전자등록 변경, 말소"
12024,20200910,A086450,
12025,19991228,A086520,
12026,19991228,A086670,
12027,19991228,A086710,
12028,19991228,A086790,
12029,19991228,A086820,
12030,19991228,A086830,
12031,20160428,A086830,"주식의 병합, 분할 등 전자등록 변경, 말소"
12032,20160519,A086830,
12033,20170322,A086830,풍문 또는 보도 관련
12034,20170324,A086830,상장폐지 사유발생
12035,20170424,A086830,
12036,19991228,A086890,
12037,20140304,A086890,단기과열 지정
12038,20140305,A086890,
12039,19991228,A086900,
12040,19991228,A086960,
12041,19991228,A086980,
12042,20110427,A086980,"주식의 병합, 분할 등 전자등록 변경, 말소"
12043,20110517,A086980,
12044,19991228,A087010,
12045,19991228,A087220,
12046,20141119,A087220,단기과열 지정
12047,20141120,A087220,
12048,20170818,A087220,상장적격성 실질심사 대상
12049,20180323,A087220,"상장적격성 실질심사 대상, 상장폐지 사유발생"
12050,20180425,A087220,
12051,19991228,A087260,
12052,19991228,A087600,
12053,19991228,A087730,
12054,20190426,A087730,"주식의 병합, 분할 등 전자등록 변경, 말소"
12055,20190503,A087730,
12056,20200410,A087730,"주식의 병합, 분할 등 전자등록 변경, 말소"
12057,20200507,A087730,
12058,20200529,A087730,상장적격성 실질심사 대상
12059,20200917,A087730,상장폐지 사유발생
12060,19991228,A088020,
12061,20100917,A088020,불성실공시법인 지정
12062,20100920,A088020,
12063,20101025,A088020,투자자 보호
12064,20101215,A088020,상장폐지 사유발생
12065,20101229,A088020,
12066,19991228,A088130,
12067,20150205,A088130,단기과열 지정
12068,20150206,A088130,
12069,19991228,A088290,
12070,20191129,A088290,투자경고 및 위험  ←  투자위험종목 지정 후 주가상승 변경:2012.03.12
12071,20191202,A088290,
12072,20200923,A088290,불성실공시법인 지정
12073,20200924,A088290,
12074,19991228,A088350,
12075,19991228,A088390,
12076,20170530,A088390,"주식의 병합, 분할 등 전자등록 변경, 말소"
12077,20170710,A088390,
12078,19991228,A088700,
12079,20130218,A088700,불성실공시법인 지정
12080,20130219,A088700,
12081,20130318,A088700,회생절차개시신청(발행 ELW 포함)
12082,20130319,A088700,기타 시장관리상
12083,20130412,A088700,상장폐지 사유발생
12084,20130424,A088700,
12085,19991228,A088790,
12086,20100423,A088790,"주식의 병합, 분할 등 전자등록 변경, 말소"
12087,20100517,A088790,
12088,19991228,A088800,
12089,20100225,A088800,"주식의 병합, 분할 등 전자등록 변경, 말소"
12090,20100325,A088800,
12091,19991228,A088810,
12092,20060721,A088810,사유미상
12093,20060811,A088810,
12094,20090324,A088810,"주식의 병합, 분할 등 전자등록 변경, 말소"
12095,20090403,A088810,
12096,20090730,A088810,불성실공시법인 지정
12097,20090731,A088810,
12098,20100315,A088810,"관리종목지정사유발생, 불성실공시법인 지정"
12099,20100316,A088810,
12100,20100430,A088810,"주식의 병합, 분할 등 전자등록 변경, 말소"
12101,20100525,A088810,
12102,20100610,A088810,불성실공시법인 지정
12103,20100611,A088810,
12104,20110128,A088810,"주식의 병합, 분할 등 전자등록 변경, 말소"
12105,20110222,A088810,
12106,20110323,A088810,풍문 또는 보도 관련
12107,20110324,A088810,상장폐지 사유발생
12108,20110420,A088810,
12109,19991228,A088910,
12110,19991228,A088960,
12111,20110513,A088960,불성실공시법인 지정
12112,20110516,A088960,
12113,20110902,A088960,불성실공시법인 지정
12114,20110905,A088960,
12115,20111121,A088960,투자자 보호
12116,20111212,A088960,상장적격성 실질심사 대상
12117,20111228,A088960,상장폐지 사유발생
12118,20120130,A088960,
12119,19991228,A089010,
12120,19991228,A089030,
12121,19991228,A089140,
12122,19991228,A089150,
12123,19991228,A089230,
12124,20070529,A089230,사유미상
12125,20070530,A089230,
12126,20151022,A089230,"주식의 병합, 분할 등 전자등록 변경, 말소"
12127,20151111,A089230,
12128,20151229,A089230,투자경고 및 위험  ←  투자위험종목 지정 후 주가상승 변경:2012.03.12
12129,20151230,A089230,
12130,20160328,A089230,풍문 또는 보도 관련
12131,20160412,A089230,
12132,20170623,A089230,"주식의 병합, 분할 등 전자등록 변경, 말소"
12133,20170711,A089230,
12134,19991228,A089240,
12135,20090616,A089240,우회상장여부 및 요건충족확인
12136,20090617,A089240,
12137,20090915,A089240,"주식의 병합, 분할 등 전자등록 변경, 말소"
12138,20091006,A089240,
12139,20100325,A089240,상장폐지 사유발생
12140,20100825,A089240,
12141,19991228,A089470,
12142,19991228,A089480,
12143,20120116,A089480,불성실공시법인 지정
12144,20120117,A089480,
12145,20120229,A089480,투자자 보호
12146,20120321,A089480,상장폐지 사유발생
12147,20120403,A089480,
12148,19991228,A089530,
12149,20151029,A089530,단기과열 지정
12150,20151030,A089530,
12151,20151204,A089530,불성실공시법인 지정
12152,20151207,A089530,
12153,19991228,A089590,
12154,19991228,A089600,
12155,19991228,A089790,
12156,20091230,A089790,우회상장여부 및 요건충족확인
12157,20100104,A089790,
12158,20100325,A089790,"주식의 병합, 분할 등 전자등록 변경, 말소"
12159,20100419,A089790,
12160,19991228,A089850,
12161,19991228,A089890,
12162,19991228,A089970,
12163,19991228,A089980,
12164,19991228,A090080,
12165,19991228,A090090,
12166,20111129,A090090,"주식의 병합, 분할 등 전자등록 변경, 말소"
12167,20111215,A090090,
12168,19991228,A090120,
12169,20110425,A090120,불성실공시법인 지정
12170,20110426,A090120,
12171,20141031,A090120,풍문 또는 보도 관련
12172,20141104,A090120,회생절차개시신청(발행 ELW 포함)
12173,20150331,A090120,"상장폐지 사유발생, 투자자 보호, 회생절차개시신청(발행 ELW 포함)"
12174,20150430,A090120,
12175,19991228,A090150,
12176,19991228,A090350,
12177,19991228,A090360,
12178,19991228,A090370,
12179,20170904,A090370,"주식의 병합, 분할 등 전자등록 변경, 말소"
12180,20170925,A090370,
12181,19991228,A090410,
12182,20170426,A090410,"주식의 병합, 분할 등 전자등록 변경, 말소"
12183,20170522,A090410,
12184,19991228,A090430,
12185,20150422,A090430,"주식의 병합, 분할 등 전자등록 변경, 말소"
12186,20150508,A090430,
12187,19991228,A090460,
12188,19991228,A090470,
12189,20150326,A090470,단기과열 지정
12190,20150327,A090470,
12191,19991228,A090710,
12192,20150311,A090710,단기과열 지정
12193,20150312,A090710,
12194,20170307,A090710,"주식의 병합, 분할 등 전자등록 변경, 말소"
12195,20170328,A090710,
12196,19991228,A090730,
12197,20180628,A090730,"주식의 병합, 분할 등 전자등록 변경, 말소"
12198,20180717,A090730,
12199,19991228,A090740,
12200,19991228,A090850,
12201,20150427,A090850,단기과열 지정
12202,20150428,A090850,
12203,19991228,A091090,
12204,19991228,A091120,
12205,19991228,A091340,
12206,20150319,A091340,단기과열 지정
12207,20150320,A091340,
12208,19991228,A091440,
12209,20150309,A091440,단기과열 지정
12210,20150310,A091440,
12211,19991228,A091580,
12212,19991228,A091590,
12213,19991228,A091690,
12214,20120607,A091690,조회공시 신고시한 위반
12215,20120608,A091690,
12216,20120621,A091690,불성실공시법인 지정
12217,20120622,A091690,
12218,20140213,A091690,투자자 보호
12219,20140227,A091690,"투자자 보호, 회생절차개시신청(발행 ELW 포함)"
12220,20140328,A091690,"상장적격성 실질심사 대상, 회생절차개시신청(발행 ELW 포함)"
12221,20140401,A091690,"상장적격성 실질심사 대상, 상장폐지 사유발생, 회생절차개시신청(발행 ELW 포함)"
12222,20140415,A091690,"상장적격성 실질심사 대상, 상장폐지 사유발생"
12223,20150112,A091690,
12224,19991228,A091700,
12225,19991228,A091810,
12226,19991228,A091970,
12227,20180517,A091970,불성실공시법인 지정
12228,20180518,A091970,
12229,19991228,A091990,
12230,19991228,A092040,
12231,19991228,A092070,
12232,19991228,A092130,
12233,19991228,A092190,
12234,19991228,A092200,
12235,19991228,A092220,
12236,20130716,A092220,"주식의 병합, 분할 등 전자등록 변경, 말소"
12237,20130801,A092220,
12238,19991228,A092230,
12239,19991228,A092300,
12240,19991228,A092440,
12241,19991228,A092460,
12242,19991228,A092600,
12243,19991228,A092730,
12244,19991228,A092780,
12245,19991228,A092870,
12246,19991228,A093050,
12247,19991228,A093190,
12248,19991228,A093230,
12249,20120920,A093230,"주식의 병합, 분할 등 전자등록 변경, 말소"
12250,20121015,A093230,
12251,20130703,A093230,기타 시장관리상
12252,20130704,A093230,
12253,19991228,A093240,
12254,20160414,A093240,투자경고 및 위험(주식)
12255,20160415,A093240,
12256,20160421,A093240,투자경고 및 위험(주식)
12257,20160422,A093240,
12258,19991228,A093320,
12259,19991228,A093370,
12260,19991228,A093380,
12261,19991228,A093520,
12262,19991228,A093640,
12263,20180417,A093640,불성실공시법인 지정
12264,20180418,A093640,
12265,20190513,A093640,불성실공시법인 지정
12266,20190514,A093640,
12267,19991228,A093920,
12268,19991228,A094170,
12269,19991228,A094190,
12270,20190322,A094190,풍문 또는 보도 관련
12271,20190328,A094190,상장폐지 사유발생
12272,20190403,A094190,"상장폐지 사유발생, 회생절차개시신청(발행 ELW 포함)"
12273,20190503,A094190,상장폐지 사유발생
12274,20190507,A094190,"상장적격성 실질심사 대상, 상장폐지 사유발생"
12275,20200513,A094190,
12276,19991228,A094280,
12277,19991228,A094360,
12278,19991228,A094480,
12279,19991228,A094820,
12280,19991228,A094840,
12281,20151218,A094840,"주식의 병합, 분할 등 전자등록 변경, 말소"
12282,20160205,A094840,
12283,19991228,A094850,
12284,19991228,A094860,
12285,20150420,A094860,"주식의 병합, 분할 등 전자등록 변경, 말소"
12286,20150507,A094860,
12287,19991228,A094940,
12288,20151007,A094940,단기과열 지정
12289,20151008,A094940,
12290,19991228,A094970,
12291,19991228,A095190,
12292,19991228,A095270,
12293,19991228,A095300,
12294,20160323,A095300,상장폐지 사유발생
12295,20160906,A095300,
12296,20170323,A095300,상장폐지 사유발생
12297,20170901,A095300,
12298,19991228,A095340,
12299,19991228,A095500,
12300,19991228,A095570,
12301,20161228,A095570,"주식의 병합, 분할 등 전자등록 변경, 말소"
12302,20170117,A095570,
12303,19991228,A095610,
12304,19991228,A095660,
12305,19991228,A095700,
12306,19991228,A095720,
12307,20200424,A095720,"주식의 병합, 분할 등 전자등록 변경, 말소"
12308,20200518,A095720,
12309,19991228,A095910,
12310,19991228,A096040,
12311,20130819,A096040,"주식의 병합, 분할 등 전자등록 변경, 말소"
12312,20130904,A096040,
12313,20151027,A096040,투자자 보호
12314,20151117,A096040,상장적격성 실질심사 대상
12315,20160609,A096040,
12316,19991228,A096240,
12317,19991228,A096350,
12318,20180803,A096350,"주식의 병합, 분할 등 전자등록 변경, 말소"
12319,20180824,A096350,
12320,19991228,A096530,
12321,19991228,A096610,
12322,20180405,A096610,불성실공시법인 지정
12323,20180406,A096610,
12324,19991228,A096630,
12325,20090605,A096630,"주식의 병합, 분할 등 전자등록 변경, 말소"
12326,20090713,A096630,
12327,19991228,A096640,
12328,19991228,A096690,
12329,20160810,A096690,"주식의 병합, 분할 등 전자등록 변경, 말소"
12330,20160826,A096690,
12331,20170324,A096690,상장폐지 사유발생
12332,20180129,A096690,
12333,20180326,A096690,풍문 또는 보도 관련
12334,20180403,A096690,"사업보고서 미제출, 풍문 또는 보도 관련"
12335,20180413,A096690,
12336,20190426,A096690,"주식의 병합, 분할 등 전자등록 변경, 말소"
12337,20190517,A096690,
12338,20200429,A096690,"주식의 병합, 분할 등 전자등록 변경, 말소"
12339,20200529,A096690,
12340,19991228,A096760,
12341,20091013,A096760,"주식의 병합, 분할 등 전자등록 변경, 말소"
12342,20091103,A096760,
12343,20150521,A096760,단기과열 지정
12344,20150522,A096760,
12345,19991228,A096770,
12346,19991228,A096870,
12347,19991228,A097230,
12348,20190214,A097230,기타공익과투자자보호및시장관리상
12349,20190423,A097230,
12350,20190430,A097230,"주식의 병합, 분할 등 전자등록 변경, 말소"
12351,20190521,A097230,
12352,19991228,A097520,
12353,20150116,A097520,단기과열 지정
12354,20150119,A097520,
12355,19991228,A097780,
12356,20151111,A097780,불성실공시법인 지정
12357,20151112,A097780,
12358,20170406,A097780,"주식의 병합, 분할 등 전자등록 변경, 말소"
12359,20170425,A097780,
12360,19991228,A097800,
12361,19991228,A097870,
12362,19991228,A097950,
12363,19991228,A098120,
12364,19991228,A098400,
12365,20100104,A098400,우회상장여부 및 요건충족확인
12366,20100107,A098400,
12367,20120320,A098400,상장폐지 사유발생
12368,20120321,A098400,투자자 보호
12369,20120503,A098400,"상장적격성 실질심사 대상, 투자자 보호"
12370,20120524,A098400,"상장폐지 사유발생, 투자자 보호"
12371,20120625,A098400,"상장폐지 사유발생, 주식의 병합, 분할 등 전자등록 변경, 말소, 투자자 보호"
12372,20120713,A098400,
12373,19991228,A098460,
12374,19991228,A098660,
12375,20150313,A098660,단기과열 지정
12376,20150316,A098660,
12377,19991228,A099190,
12378,19991228,A099220,
12379,19991228,A099320,
12380,19991228,A099410,
12381,19991228,A099440,
12382,20101014,A099440,우회상장여부 및 요건충족확인
12383,20101015,A099440,
12384,19991228,A099520,
12385,19991228,A099660,
12386,20110907,A099660,풍문 또는 보도 관련
12387,20110908,A099660,투자자 보호
12388,20111117,A099660,상장적격성 실질심사 대상
12389,20111208,A099660,상장폐지 사유발생
12390,20120711,A099660,
12391,20180627,A099660,풍문 또는 보도 관련
12392,20180628,A099660,
12393,19991228,A099750,
12394,19991228,A099830,
12395,20171030,A099830,"주식의 병합, 분할 등 전자등록 변경, 말소"
12396,20171117,A099830,
12397,20180322,A099830,상장폐지 사유발생
12398,20180424,A099830,
12399,19991228,A100030,
